,Unnamed: 0.1,clip_title,labeler,class
186,3986,perfect_hook_punch_slice130.mp4,Ahsen,4
187,4047,poor_lighting_pool_hall_punch_slice45.mp4,Ahsen,0
188,4074,rugby_downward_punch_slice65.mp4,Ahsen,0
189,4098,short_strikes_slice170.mp4,Ahsen,0
190,4107,short_strikes_slice210.mp4,Ahsen,0
191,4119,short_strikes_slice265.mp4,Ahsen,3
192,4133,short_strikes_slice330.mp4,Ahsen,3
193,4153,short_strikes_slice420.mp4,Ahsen,0
194,4158,short_strikes_slice445.mp4,Ahsen,0
195,4165,short_strikes_slice475.mp4,Ahsen,0
196,4177,short_strikes_slice525.mp4,Ahsen,3
197,4181,short_strikes_slice545.mp4,Ahsen,0
198,4197,short_strikes_slice615.mp4,Ahsen,0
199,4282,stop_a_douchebag_slice85.mp4,Ahsen,0
200,4292,street_confrontation_punch_slice20.mp4,Ahsen,0
201,4293,street_confrontation_punch_slice25.mp4,Ahsen,0
202,4312,streetfight1_slice1000.mp4,Ahsen,0
203,4313,streetfight1_slice1005.mp4,Ahsen,0
204,4316,streetfight1_slice1020.mp4,Ahsen,0
205,4362,streetfight1_slice260.mp4,Ahsen,0
206,4374,streetfight1_slice315.mp4,Ahsen,1
207,4421,streetfight1_slice525.mp4,Ahsen,0
208,4570,streetfight2_slice30.mp4,Ahsen,0
209,4577,streetfight2_slice330.mp4,Ahsen,1
210,4578,streetfight2_slice335.mp4,Ahsen,-1
211,4618,streetfight2_slice510.mp4,Ahsen,1
212,4624,streetfight2_slice540.mp4,Ahsen,0
213,4672,streetfight3_slice185.mp4,Ahsen,1
214,4683,streetfight3_slice235.mp4,Ahsen,0
215,4697,streetfight3_slice30.mp4,Ahsen,1
216,4716,streetfight3_slice385.mp4,Ahsen,0
217,4747,streetfight3_slice520.mp4,Ahsen,1
218,4754,streetfight3_slice550.mp4,Ahsen,1
219,4773,streetfight3_slice70.mp4,Ahsen,0
220,4824,streetfight4_slice30.mp4,Ahsen,1
221,4844,streetfight4_slice390.mp4,Ahsen,0
222,4858,streetfight4_slice450.mp4,Ahsen,0
223,4866,streetfight4_slice490.mp4,Ahsen,0
224,4874,streetfight4_slice520.mp4,Ahsen,0
225,4892,streetfight4_slice600.mp4,Ahsen,-1
226,4897,streetfight4_slice80.mp4,Ahsen,0
227,4909,streetfight5_slice130.mp4,Ahsen,0
228,4934,streetfight5_slice245.mp4,Ahsen,1
229,4937,streetfight5_slice255.mp4,Ahsen,0
230,4956,streetfight5_slice345.mp4,Ahsen,0
231,4973,streetfight5_slice420.mp4,Ahsen,0
232,4995,streetfight5_slice515.mp4,Ahsen,0
233,5001,streetfight5_slice545.mp4,Ahsen,0
234,5061,student_teacher_greetings_slice0.mp4,Ahsen,0
235,5062,student_teacher_greetings_slice10.mp4,Ahsen,3
236,5063,student_teacher_greetings_slice15.mp4,Ahsen,3
237,5116,teen_punches_officer_slice15.mp4,Ahsen,2
238,5117,teen_punches_officer_slice20.mp4,Ahsen,0
239,5138,traditional_dance_slice110.mp4,Ahsen,0
240,5144,traditional_dance_slice140.mp4,Ahsen,0
241,5168,traditional_dance_slice25.mp4,Ahsen,0
242,5172,traditional_dance_slice265.mp4,Ahsen,0
243,5187,traditional_dance_slice335.mp4,Ahsen,0
244,5204,traditional_dance_slice410.mp4,Ahsen,0
245,5244,traditional_dance_slice590.mp4,Ahsen,0
246,5267,women_fight_smoke_shop_slice20.mp4,Ahsen,1
247,5271,women_fight_smoke_shop_slice40.mp4,Ahsen,0
248,5281,wvu_dance_cam_slice30.mp4,Ahsen,0
249,5287,wvu_dance_cam_slice55.mp4,Ahsen,0
