,Unnamed: 0,clip_title,labeler,class
148,3683,how_to_strike_max_power_slice725.mp4,Alex,99
149,3686,how_to_strike_max_power_slice740.mp4,Alex,99
150,3689,how_to_strike_max_power_slice750.mp4,Alex,99
151,3743,kicks_line_dance_slice40.mp4,Alex,99
152,3745,kicks_line_dance_slice5.mp4,Alex,99
153,3765,male_makeup_artist_client_slice135.mp4,Alex,99
154,3804,male_makeup_artist_client_slice85.mp4,Alex,99
155,3816,marine_punches_navy_corpsman_slice5.mp4,Alex,99
156,3821,mitt_drill_slice105.mp4,Alex,99
157,3824,mitt_drill_slice120.mp4,Alex,99
158,3855,mitt_drill_slice260.mp4,Alex,99
159,3863,mitt_drill_slice30.mp4,Alex,99
160,3880,mitt_drill_slice55.mp4,Alex,99
161,3887,mitt_drill_slice90.mp4,Alex,99
162,3890,obama_fist_bumps_slice10.mp4,Alex,99
163,3918,outdoorHShackeysack_slice185.mp4,Alex,99
164,3921,outdoorHShackeysack_slice20.mp4,Alex,99
165,3930,outdoorHShackeysack_slice240.mp4,Alex,99
166,3935,outdoorHShackeysack_slice260.mp4,Alex,99
167,3956,parents_hip_hop_slice0.mp4,Alex,99
168,3966,parents_hip_hop_slice5.mp4,Alex,99
169,4005,perfect_hook_punch_slice215.mp4,Alex,99
170,4012,perfect_hook_punch_slice25.mp4,Alex,99
171,4054,rugby_downward_punch_slice110.mp4,Alex,99
172,4079,rugby_downward_punch_slice90.mp4,Alex,99
173,4081,short_strikes_slice0.mp4,Alex,99
174,4085,short_strikes_slice110.mp4,Alex,99
175,4096,short_strikes_slice160.mp4,Alex,99
176,4110,short_strikes_slice225.mp4,Alex,99
177,4117,short_strikes_slice255.mp4,Alex,99
178,4130,short_strikes_slice315.mp4,Alex,99
179,4140,short_strikes_slice360.mp4,Alex,99
180,4155,short_strikes_slice430.mp4,Alex,99
181,4170,short_strikes_slice5.mp4,Alex,99
182,4175,short_strikes_slice515.mp4,Alex,99
183,4216,soccer_violence__Football_riots__madlu__OpgL3ZlF-gg.mp4,Alex,99
184,4218,soccer_violence__MORTAL_SOCCER_Part_2__sha3booola__H6iKYprpB30.mp4,Alex,99
185,4223,stadium_crowds__2010_Probowl__SuperBowlWayne64__5aG92ySPbag.mp4,Alex,99
186,4238,stadium_crowds__HARRY_KEWELL_SCORES_CROWD_GO_NUTS__phillipstama__K7qlpU7tMhQ.mp4,Alex,99
187,4244,stadium_crowds__Maracana_Football_Crowd_Atmosphere__thetravelmap__xfi3rvFKIPU.mp4,Alex,99
188,4249,stadium_crowds__Police_drill_for_2010__CNN__0LP012X0yiA.mp4,Alex,99
189,4250,stadium_crowds__Rutgers_tackles_traffic__tvjersey__j623HU58M8U.mp4,Alex,99
190,4254,stadium_crowds__Wales_Wonderful_Rugby_Win_1922__BFIfilms__Mb89swT_V3M.mp4,Alex,99
191,4294,street_confrontation_punch_slice30.mp4,Alex,99
192,4304,street_confrontation_punch_slice75.mp4,Alex,99
193,4306,street_confrontation_punch_slice85.mp4,Alex,99
194,4360,streetfight1_slice250.mp4,Alex,99
195,4367,streetfight1_slice285.mp4,Alex,99
196,4370,streetfight1_slice30.mp4,Alex,99
197,4396,streetfight1_slice415.mp4,Alex,99
198,4449,streetfight1_slice650.mp4,Alex,99
199,4469,streetfight1_slice745.mp4,Alex,99
200,4475,streetfight1_slice770.mp4,Alex,99
201,4504,streetfight1_slice900.mp4,Alex,99
202,4512,streetfight1_slice940.mp4,Alex,99
203,4532,streetfight2_slice125.mp4,Alex,99
204,4569,streetfight2_slice295.mp4,Alex,99
205,4571,streetfight2_slice300.mp4,Alex,99
206,4591,streetfight2_slice395.mp4,Alex,99
207,4594,streetfight2_slice405.mp4,Alex,99
208,4602,streetfight2_slice445.mp4,Alex,99
209,4611,streetfight2_slice485.mp4,Alex,99
210,4617,streetfight2_slice505.mp4,Alex,99
211,4671,streetfight3_slice180.mp4,Alex,99
212,4686,streetfight3_slice25.mp4,Alex,99
213,4690,streetfight3_slice265.mp4,Alex,99
214,4709,streetfight3_slice350.mp4,Alex,99
215,4724,streetfight3_slice420.mp4,Alex,99
216,4731,streetfight3_slice450.mp4,Alex,99
217,4732,streetfight3_slice455.mp4,Alex,99
218,4738,streetfight3_slice485.mp4,Alex,99
219,4756,streetfight3_slice560.mp4,Alex,99
220,4778,streetfight3_slice95.mp4,Alex,99
221,4780,streetfight4_slice10.mp4,Alex,99
222,4781,streetfight4_slice100.mp4,Alex,99
223,4815,streetfight4_slice255.mp4,Alex,99
224,4848,streetfight4_slice405.mp4,Alex,99
225,4889,streetfight4_slice590.mp4,Alex,99
226,4894,streetfight4_slice65.mp4,Alex,99
227,4957,streetfight5_slice35.mp4,Alex,99
228,4966,streetfight5_slice390.mp4,Alex,99
229,4969,streetfight5_slice400.mp4,Alex,99
230,5005,streetfight5_slice560.mp4,Alex,99
231,5009,streetfight5_slice580.mp4,Alex,99
232,5022,streetfight5_slice640.mp4,Alex,99
233,5033,streetfight5_slice690.mp4,Alex,99
234,5041,streetfight5_slice725.mp4,Alex,99
235,5050,streetfight5_slice765.mp4,Alex,99
236,5076,stunt_fights_shayna_slice0.mp4,Alex,99
237,5105,stunt_fights_shayna_slice70.mp4,Alex,99
238,5115,teen_punches_officer_slice110.mp4,Alex,99
239,5120,teen_punches_officer_slice35.mp4,Alex,99
240,5137,traditional_dance_slice105.mp4,Alex,99
241,5152,traditional_dance_slice175.mp4,Alex,99
242,5154,traditional_dance_slice185.mp4,Alex,99
243,5202,traditional_dance_slice400.mp4,Alex,99
244,5241,traditional_dance_slice575.mp4,Alex,99
245,5250,traditional_dance_slice615.mp4,Alex,99
246,5254,traditional_dance_slice635.mp4,Alex,99
247,5258,traditional_dance_slice70.mp4,Alex,99
248,5262,traditional_dance_slice90.mp4,Alex,99
249,5269,women_fight_smoke_shop_slice30.mp4,Alex,99
